Id,added_words,WordCount,Lat,Long
Infovarius,0,0,0,0
Lesko987a,0,0,0,0
Yupik,2,0,0,0
Sjoerddebruin,0,0,0,0
Joey Camelaroche,0,0,0,0
84.126.41.83,0,0,0,0
2601:18D:4700:949F:8CCF:88EA:214E:74F2,0,0,0,0
Bigbossfarin,1,0,0,0
FrankDay25,0,0,0,0
BappleBusiness,0,0,0,0
Lolnowbu,0,0,0,0
Legoktm,1,0,0,0
J36miles,1,0,0,0
190.208.154.48,0,0,0,0
Szonlover,0,0,0,0
Strugglehouse,0,0,0,0
Pintoch,2,0,0,0
Trade,19,0,0,0
Obsuser,1,0,0,0
OT38,0,0,0,0
68.203.168.246,0,0,0,0
Moebeus,3,0,0,0
107.8.25.56,0,0,0,0
Soweego bot,2,0,0,0
Sparkleeldar,1,0,0,0
Ohmyerica,1,0,0,0
PintochBot,0,0,0,0
Envlh,1,0,0,0
Joao4669,1,0,0,0
Shei98,1,0,0,0
89.128.9.179,0,0,0,0
Tagishsimon,0,0,0,0
Jmh2o,0,0,0,0
Eduardosalg,0,0,0,0
RobotMichiel1972,1,0,0,0
UNDISPUTED,1,0,0,0
24.246.30.89,0,0,0,0
Cardabela4831,0,0,0,0
2003:66:8F54:3D0E:3085:BF58:2C53:1192,2,0,0,0
OsvátA,0,0,0,0
Soylacarli,0,0,0,0
Larske,0,0,0,0
MusicologoVzla,0,0,0,0
